MillÇsime,Code rÇgion,Code EPCI,NOM EPCI,Code INSEE,Nom Commune,Code IRIS,IRIS,Numero,Lettre,Rue,Code CatÇgorie,Secteur d'activitÇ,Code_N1,LibellÇ_N1,Code_N2,LibellÇ_N2,Nombre de PDL,DonnÇes de consommation (MWh),donnÇes corrigÇes du climat,EPCI/EPT,LibellÇ de l'EPCI/EPT,Nature d'EPCI
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093501,Faubourg Montmartre 1,10,,RUE DU CONSERVATOIRE,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"287,24068","308,005972314296",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176503,Ternes 3,35,,AVENUE DES TERNES,PRO,Tertiaire,,,,,1,"287,03171","307,781895390253",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062101,Monnaie 1,3,,RUE DANTON,PRO,Tertiaire,,,,,1,"286,91682","307,658699726745",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187202,Chapelle 2,28,,RUE MARX DORMOY,ENT,Tertiaire,M,"ActivitÇs spÇcialisÇes, scientifiques et techniques",70,ActivitÇs des siäges sociaux ; conseil de gestion,1,"285,93025","306,600808302361",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751104009,Hopital Saint-Louis 9,8,,RUE ALEXANDRE PARODI,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"285,70003","306,353945166728",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186904,Grandes Carrieres 4,14,,PLACE DE CLICHY,PRO,Tertiaire,,,,,2,"285,48005","306,11806230435",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103910,Porte Saint-Martin 10,7,,RUE DU 8 MAI 1945,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"285,02632","305,631531114485",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751135019,Gare 19,14,,RUE DE REIMS,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"284,95553","305,555623541852",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187205,Chapelle 5,15,,RUE DE L EVANGILE,PRO,Tertiaire,,,,,1,"284,61585","305,191387289955",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114306,Roquette 6,R,,RUE JAPY,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"284,58874","305,162317445427",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051701,Saint-Victor 1,9,,RUE D ARRAS,ENT,Tertiaire,S,Autres activitÇs de services,94,ActivitÇs des organisations associatives,1,"284,56834","305,140442682301",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124502,Bel Air 2,255,,AVENUE DAUMESNIL,PRO,Tertiaire,,,,,1,"284,53165","305,101100277443",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103910,Porte Saint-Martin 10,27,,RUE DES RECOLLETS,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"284,28573","304,837402152542",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166412,Chaillot 12,21,,RUE LA PEROUSE,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"284,26505","304,815227147568",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187009,Clignancourt 9,4,,RUE BECQUEREL,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"284,14783","304,689533042978",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124577,Bois de Vincennes 1,R,,ROUTE DES SABOTIERS,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"283,96794","304,496638379312",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751208012,Charonne 12,82,,RUE DES PYRENEES,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"283,8801","304,402448222792",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166130,Auteuil 30,40,,QUAI LOUIS BLêRIOT,ENT,Tertiaire,M,"ActivitÇs spÇcialisÇes, scientifiques et techniques",71,ActivitÇs d'architecture et d'ingÇnierie ; activitÇs de contrìle et analyses techniques,1,"283,75691","304,27035253311",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75119,PARIS 19E  ARRONDISSEMENT,751197521,Amerique 21,97,,RUE PETIT,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"283,59333","304,094946957022",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124514,Bel Air 14,R,,ROUTE DU CHAMP MANOEUVRE,PRO,Tertiaire,,,,,3,"283,25442","303,731536370204",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751052004,Sorbonne 4,6,,RUE DE L HOTEL COLBERT,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"283,24383","303,72018079464",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155715,Saint-Lambert 15,12,,RUE JOBBE DUVAL,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"283,00481","303,463881486678",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207902,Pere Lachaise 2,3,,RUE DES PRAIRIES,ENT,Tertiaire,P,Enseignement,85,Enseignement,1,"282,83423","303,280969864419",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124512,Bel Air 12,88,,COURS DE VINCENNES,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"282,82494","303,271008268858",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186922,Grandes Carrieres 22,11,,RUE GEORGETTE AGUTTE,ENT,Tertiaire,Q,SantÇ humaine et action sociale,87,HÇbergement mÇdico-social et social,1,"282,34932","302,761004600325",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072808,Gros Caillou 8,37,,AVENUE RAPP,PRO,Tertiaire,,,,,1,"282,20022","302,601125816887",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083105,Madeleine 5,9,,BOULEVARD MALESHERBES,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"282,17841","302,577739121604",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75119,PARIS 19E  ARRONDISSEMENT,751197512,Amerique 12,81,,BOULEVARD SERRURIER,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"282,12628","302,521840523478",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010301,Palais Royal 1,200,,RUE SAINT HONORE,PRO,Tertiaire,,,,,1,"281,86399","302,24058897346",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186904,Grandes Carrieres 4,7,,RUE DAMREMONT,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"281,81108","302,183853987332",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187201,Chapelle 1,9,,RUE D AUBERVILLIERS,PRO,Tertiaire,,,,,1,"281,76556","302,135043241376",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187007,Clignancourt 7,21,,RUE PAUL ALBERT,ENT,Tertiaire,Q,SantÇ humaine et action sociale,88,Action sociale sans hÇbergement,1,"281,26964","301,603272038947",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176501,Ternes 1,32,,AVENUE CARNOT,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"281,17975","301,506883683191",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145613,Plaisance 13,34,,RUE DES PLANTES,PRO,Tertiaire,,,,,3,"281,05784","301,376160527666",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155724,Saint-Lambert 24,270,,RUE DE VAUGIRARD,PRO,Tertiaire,,,,,1,"281,00216","301,316455291839",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155905,Grenelle 5,141,,AVENUE EMILE ZOLA,PRO,Tertiaire,,,,,1,"280,81674","301,117630851699",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207808,Saint-Fargeau 8,30,,RUE HENRI POINCARE,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"280,67949","300,970458732136",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751082904,Champs Elysees 4,33,,AVENUE GEORGE V,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"280,6079","300,893693325656",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751135102,Maison Blanche 2,13,,AVENUE DE CHOISY,PRO,Tertiaire,,,,,3,"280,54545","300,826728670889",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751135007,Gare 7,48,,AVENUE D IVRY,ENT,Tertiaire,G,Commerce ; rÇparation d'automobiles et de motocycles,46,"Commerce de gros, Ö l'exception des automobiles et des motocycles",1,"280,38293","300,652459724651",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124615,Picpus 15,71,,RUE DE PICPUS,ENT,Tertiaire,Q,SantÇ humaine et action sociale,87,HÇbergement mÇdico-social et social,1,"280,35914","300,626949890593",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062101,Monnaie 1,13,,RUE DE L ANCIENNE COMEDIE,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"280,35313","300,620505413809",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083208,Europe 8,56,,RUE DE LONDRES,PRO,Tertiaire,,,,,1,"280,28645","300,549004962571",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010401,Place Vendome 1,3,,RUE DE CASTIGLIONE,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"280,13419","300,385737735434",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155917,Grenelle 17,16,,RUE DE PRESLES,ENT,Tertiaire,U,ActivitÇs extra-territoriales,99,ActivitÇs des organisations et organismes extraterritoriaux,1,"280,08184","300,329603233",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207810,Saint-Fargeau 10,5,,PASSAGE DES TOURELLES,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"280,02463","300,268257389939",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093408,Chaussee d'Antin 8,66,,RUE DE LA CHAUSSEE D ANTIN,ENT,Tertiaire,K,ActivitÇs financiäres et d'assurance,65,Assurance,1,"279,90743","300,142584731194",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114210,Saint-Ambroise 10,45,,BOULEVARD VOLTAIRE,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"279,62121","299,835673226195",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187103,Goutte d'Or 3,32,,RUE POLONCEAU,ENT,Tertiaire,Q,SantÇ humaine et action sociale,87,HÇbergement mÇdico-social et social,1,"279,56945","299,780171376224",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187110,Goutte d'Or 10,154,,RUE DES POISSONNIERS,ENT,Tertiaire,M,"ActivitÇs spÇcialisÇes, scientifiques et techniques",70,ActivitÇs des siäges sociaux ; conseil de gestion,1,"279,42352","299,62369175941",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093408,Chaussee d'Antin 8,58,,RUE DE LA CHAUSSEE D ANTIN,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"279,31849","299,511068898079",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166407,Chaillot 7,R,,RUE DU BOIS DE BOULOGNE,PRO,Tertiaire,,,,,7,"279,30444","299,496003191122",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187107,Goutte d'Or 7,5,,RUE PIERRE BUDIN,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"279,30141","299,492754145422",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093409,Chaussee d'Antin 9,88,,RUE DE PROVENCE,PRO,Tertiaire,,,,,1,"279,13696","299,316415675025",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114107,Folie Mericourt 7,61,,RUE DE MALTE,ENT,Tertiaire,M,"ActivitÇs spÇcialisÇes, scientifiques et techniques",70,ActivitÇs des siäges sociaux ; conseil de gestion,1,"279,04584","299,218708399728",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051703,Saint-Victor 3,52,,RUE DU CARDINAL LEMOINE,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"278,95469","299,120968955661",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176801,Epinettes 1,5,,RUE SAINT JEAN,PRO,Tertiaire,,,,,1,"278,91825","299,081894623881",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186911,Grandes Carrieres 11,16,,RUE DE L ABREUVOIR,PRO,Tertiaire,,,,,1,"278,85586","299,014994306654",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062301,Notre Dame des Champs 1,9,,RUE DE LA GRANDE CHAUMIERE,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"278,73564","298,886083325132",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103901,Porte Saint-Martin 1,2,,RUE ALIBERT,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"278,72805","298,877944626498",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166204,Muette 4,5,,RUE DAVIOUD,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"278,71989","298,869194721248",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75102,PARIS 2E  ARRONDISSEMENT,751020602,Vivienne 2,149,,RUE MONTMARTRE,PRO,Tertiaire,,,,,2,"278,40903","298,535861933728",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051803,Jardin des Plantes 3,7,,RUE DE VALENCE,PRO,Tertiaire,,,,,1,"278,25361","298,369206262891",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187202,Chapelle 2,11,,RUE PAJOL,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"278,07703","298,179860886772",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751104001,Hopital Saint-Louis 1,125,,RUE DU FAUBOURG DU TEMPLE,PRO,Tertiaire,,,,,1,"278,06764","298,16979206198",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083108,Madeleine 8,15,,PLACE DU HAVRE,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"277,82243","297,906855264618",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093504,Faubourg Montmartre 4,14,,BOULEVARD MONTMARTRE,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"277,47458","297,533858384547",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145621,Plaisance 21,152,,RUE DU CHATEAU,PRO,Tertiaire,,,,,2,"277,45559","297,513495553578",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176710,Batignolles 10,96,,RUE DE LEVIS,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"277,40537","297,459645033764",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010204,Les Halles 4,40,,RUE MAUCONSEIL,PRO,Tertiaire,,,,,1,"276,94011","296,960750313563",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187104,Goutte d'Or 4,11,,RUE CAVE,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"276,70778","296,711624641156",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166107,Auteuil 7,88,,RUE MICHEL ANGE,ENT,Tertiaire,L,ActivitÇs immobiliäres,68,ActivitÇs immobiliäres,1,"276,70595","296,709662346228",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207710,Belleville 10,50,,RUE RAMPONEAU,PRO,Tertiaire,,,,,1,"276,63732","296,636070924986",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166301,Porte Dauphine 1,8,,RUE GREUZE,PRO,Tertiaire,,,,,1,"276,5803","296,574928817463",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124615,Picpus 15,37,,RUE DE PICPUS,ENT,Tertiaire,S,Autres activitÇs de services,94,ActivitÇs des organisations associatives,1,"276,50724","296,496587141287",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176512,Ternes 12,73,B,AVENUE NIEL,PRO,Tertiaire,,,,,3,"276,19679","296,163693993614",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176504,Ternes 4,273,,BOULEVARD PEREIRE,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"276,16538","296,130013292153",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083005,Faubourg du Roule 5,3,,RUE BALZAC,PRO,Tertiaire,,,,,1,"275,95925","295,90898167827",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114111,Folie Mericourt 11,79,,BOULEVARD DE BELLEVILLE,PRO,Tertiaire,,,,,1,"275,90981","295,855967546459",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093503,Faubourg Montmartre 3,R,,RUE DE TREVISE,PRO,Tertiaire,,,,,23,"275,84194","295,783191067372",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114113,Folie Mericourt 13,8,,RUE DE L ORILLON,PRO,Tertiaire,,,,,1,"275,76719","295,703037217191",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751135110,Maison Blanche 10,29,,RUE DES LONGUES RAIES,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"275,74306","295,677162803748",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103908,Porte Saint-Martin 8,45,,RUE DE LANCRY,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"275,71862","295,650955979689",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114201,Saint-Ambroise 1,,,Somme des donnÇes secrÇtisÇes IRIS (Saint-Ambroise 1),PRO,Tertiaire,,,,,17,"275,69345","295,623966382244",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072702,Ecole Militaire 2,3,,PLACE DE BRETEUIL,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"275,64052","295,56720995027",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166207,Muette 7,8,,SQ DES ECRIV COMBATTANTS,PRO,Tertiaire,,,,,1,"275,63973","295,566362839345",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166403,Chaillot 3,69,,AVENUE KLEBER,PRO,Tertiaire,,,,,4,"275,61515","295,540005894362",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187005,Clignancourt 5,2,,RUE RONSARD,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"275,54984","295,469974483589",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187205,Chapelle 5,7,,RUE JEAN COTTIN,PRO,Tertiaire,,,,,1,"275,51465","295,432240517196",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176703,Batignolles 3,18,,RUE DES DAMES,PRO,Tertiaire,,,,,1,"275,46165","295,375409024761",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751082903,Champs Elysees 3,29,,RUE DE MARIGNAN,PRO,Tertiaire,,,,,2,"275,43055","295,342060733916",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103910,Porte Saint-Martin 10,119,,RUE DU FAUBOURG SAINT MARTIN,PRO,Tertiaire,,,,,2,"275,3117","295,21461879286",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207905,Pere Lachaise 5,17,,RUE LIGNER,ENT,Tertiaire,O,Administration publique,84,Administration publique et dÇfense ; sÇcuritÇ sociale obligatoire,1,"275,15792","295,049721681411",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176609,Plaine Monceau 9,114,,AVENUE DE WAGRAM,ENT,Tertiaire,N,ActivitÇs de services administratifs et de soutien,81,Services relatifs aux bÉtiments et amÇnagement paysager,1,"275,15582","295,04746986756",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166401,Chaillot 1,,,Somme des donnÇes secrÇtisÇes IRIS (Chaillot 1),PRO,Tertiaire,,,,,14,"275,10801","294,996203572214",217500016,T1-Ville de Paris,EPT
