"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"TYPE_DAU";"NUM_DAU";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DOC";"DPC_DERN";"CAT_DEM";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP";"NATURE_PROJET_DECLAREE";"NATURE_PROJET_COMPLETEE";"DESTINATION_PRINCIPALE";"TYPE_PRINCIP_LOGTS_CREES";"TYPE_TRANSFO_PRINCIPAL";"TYPE_PRINCIP_LOCAUX_TRANSFORMES";"I_EXTENSION";"I_SURELEVATION";"I_NIVSUPP";"NB_NIV_MAX";"UTILISATION";"RES_PRINCIP_OU_SECOND";"TYP_ANNEXE";"I_PISCINE";"I_GARAGE";"I_VERANDA";"I_ABRI_JARDIN";"I_AUTRE_ANNEXE";"RESIDENCE";"RES_PERS_AGEES";"RES_ETUDIANTS";"RES_TOURISME";"RES_HOTEL_SOCIALE";"RES_SOCIALE";"RES_HANDICAPES";"RES_AUTRE";"NB_LGT_TOT_CREES";"NB_LGT_IND_CREES";"NB_LGT_COL_CREES";"NB_LGT_INDIV_PURS";"NB_LGT_INDIV_GROUPES";"NB_LGT_RES";"NB_LGT_COL_HORS_RES";"NB_LGT_DEMOLIS";"NB_LGT_1P";"NB_LGT_2P";"NB_LGT_3P";"NB_LGT_4P";"NB_LGT_5P";"NB_LGT_6P_PLUS";"NB_LGT_PRET_LOC_SOCIAL";"NB_LGT_ACC_SOC_HORS_PTZ";"NB_LGT_PTZ";"SURF_HAB_AVANT";"SURF_HAB_CREEE";"SURF_HAB_ISSUE_TRANSFO";"SURF_HAB_DEMOLIE";"SURF_HAB_TRANSFORMEE";"SURF_LOC_AVANT";"SURF_LOC_CREEE";"SURF_LOC_ISSUE_TRANSFO";"SURF_LOC_DEMOLIE";"SURF_LOC_TRANSFORMEE";"SURF_HEB_TRANSFORMEE";"SURF_BUR_TRANSFORMEE";"SURF_COM_TRANSFORMEE";"SURF_ART_TRANSFORMEE";"SURF_IND_TRANSFORMEE";"SURF_AGR_TRANSFORMEE";"SURF_ENT_TRANSFORMEE";"SURF_PUB_TRANSFORMEE"
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305111C0105";2;"2013-05-17";;;2011;"2013-05";"2013-05";;"2013-05";50;;;;;;"75008";"PARIS";"true";"4";"RUE";"DE STALINGRAD";;"NOISY LE GRAND";"93160";"AI";"518";"AI";"388";"AI";"387";3112;4;1;1;1;3;;;"false";"false";"false";0;4;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";97;0;97;;;;97;0;12;33;35;14;3;0;0;0;0;613;6156;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305111C0110";6;"2013-06-21";"2013-12-21";"2014-12-08";2011;"2013-06";"2013-06";"2014-12";"2014-12";30;;;;;;"75638";"PARIS CEDEX 13";"false";"48";"AVENU";"GEORGES CLEMENCEAU";;"NOISY LE GRAND";"93160";"AY";"101";"AY";"80";"AY";"81";7947;4;1;1;1;3;;;"false";"false";"false";5;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";230;0;230;;;;230;0;32;98;85;15;0;0;69;0;0;0;12490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0014";5;"2013-02-04";"2013-04-22";;2012;"2013-02";"2013-02";"2013-06";"2015-01";10;;;;;;"93330";"NEUILLY S/ MARNE";"false";"15 B";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;1;2;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0024";2;"2013-04-24";;;2012;"2013-06";"2013-06";;"2016-08";32;;;;;;"95800";"COURDIMANCHE";"false";"24";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"229";;;;;605;4;1;1;1;3;;;"false";"false";"false";1;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;0;2;;;;2;0;0;0;0;0;0;0;0;0;0;86;114;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0030";2;"2013-04-30";;;2012;"2013-06";"2013-06";;"2013-09";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"27";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"536";;;;;665;4;1;1;1;1;;;"false";"false";"false";1;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0035";2;"2013-06-24";;;2012;"2013-06";"2013-06";;"2013-09";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"1";"RUE";"CHAPPE";;"NOISY LE GRAND";"93160";"AL";"354";;;;;808;4;1;1;1;1;;;"false";"false";"false";0;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0038";5;"2013-04-08";"2013-04-11";;2012;"2013-06";"2013-06";"2013-11";"2013-11";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"4";"RUE";"DES PERVENCHES";;"NOISY LE GRAND";"93160";"AI";"51";;;;;260;4;1;1;1;1;;;"false";"false";"false";1;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;60;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0044";2;"2016-02-29";;;2012;"2016-02";"2016-02";;"2016-02";32;;;;;;"92100";"BOULOGNE BILLANCOURT";"false";"141";"AVENU";"EMILE COSSONNEAU";;"NOISY LE GRAND";"93160";"AH";"466";"AH";"469";"AH";"463";15051;4;1;1;1;3;;;"false";"false";"false";6;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";120;0;120;;;;120;0;15;49;39;17;0;0;50;70;0;0;7054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0050";6;"2013-11-12";"2013-11-13";"2021-08-24";2012;"2013-11";"2013-11";"2021-12";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"34";"CHEMI";"DU BEL AIR";;"NOISY LE GRAND";"93160";"BD";"120";;;;;363;4;1;1;1;2;;;"false";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;50;169;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0053";2;"2013-07-12";;;2012;"2015-02";"2015-02";;"2015-02";90;;;;;;"93160";"NOISY LE GRAND";"false";"111";"AV";"MEDERIC";;"NOISY LE GRAND";"93160";"AM";"266";;;;;319;4;2;3;1;3;2;1;"true";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";5;0;5;;;;5;0;4;1;0;0;0;0;0;0;0;112;57;112;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0057";6;"2013-02-04";"2013-03-11";"2019-07-01";2012;"2013-02";"2013-02";"2021-12";"2021-12";10;;;;;;"94350";"VILIIERS SUR MARNE";"false";;"AVENU";"DES CHATAIGNIERS";;"NOISY LE GRAND";"93160";"AP";"330";;;;;688;4;1;1;1;1;;;"false";"false";"false";3;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0072";5;"2013-05-23";"2014-06-02";;2012;"2013-05";"2013-05";"2014-06";"2014-06";32;;;;;;"93160";"NOISY-LE-GRAND";"false";"42";"BOULE";"SOUCHET";;"NOISY LE GRAND";"93160";"AX";"22";;;;;838;4;1;1;1;2;;;"false";"false";"false";3;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";16;16;0;;16;;0;1;0;0;0;0;0;0;0;0;0;111;936;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0078";5;"2013-02-19";"2013-09-10";;2012;"2013-02";"2013-02";"2013-09";"2015-03";90;;;;;;"93160";"NOISY-LE-GRAND";"false";"3";"RUE";"DES BLEUETS";;"NOISY LE GRAND";"93160";;;;;;;366;4;1;1;1;2;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0080";6;"2013-01-22";"2013-06-10";"2014-02-10";2012;"2013-02";"2013-02";"2013-06";"2014-02";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"5";"RUE";"DU LAYON";;"NOISY LE GRAND";"93160";"AN";"420";;;;;551;4;1;1;1;1;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0086";2;"2013-02-05";;;2012;"2013-02";"2013-02";;"2013-02";90;;;;;;"93160";"NOISY-LE-GRAND";"false";"36";"RUE";"ETIENNE DOLET";;"NOISY LE GRAND";"93160";;;;;;;0;4;2;2;1;2;2;1;"true";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;96;0;96;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0088";5;"2013-01-31";"2013-07-25";;2012;"2013-02";"2013-02";"2013-12";"2013-12";10;;;;;;"93330";"NEUILLY S/ MARNE";"false";"11";"RUE";"DES SAULES";;"NOISY LE GRAND";"93160";"AH";"652";;;;;292;4;1;1;1;1;;;"false";"false";"false";0;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;25;110;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0090";2;"2015-04-16";;;2012;"2015-04";"2015-04";;"2015-04";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"11";"RUE";"DES MARRONNIERS";;"NOISY LE GRAND";"93160";"AD";"509";;;;;385;4;1;1;1;1;;;"false";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0091";2;"2013-02-11";;;2012;"2013-02";"2013-02";;"2013-02";90;;;;;;"93160";"NOISY-LE-GRAND";"false";"61 TE";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"540";;;;;223;4;1;1;1;2;;;"false";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0092";5;"2013-02-11";"2015-02-19";;2012;"2013-02";"2013-02";"2015-02";"2015-02";10;;;;;;"93330";"NEUILLY SUR MARNE";"false";"61 TE";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"540";;;;;446;4;1;1;1;1;;;"false";"false";"false";3;1;1;2;"false";"true";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;1;0;0;0;0;0;0;100;231;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0093";6;"2014-11-07";"2015-06-15";"2018-10-08";2012;"2014-11";"2014-11";"2021-12";"2021-12";32;;;;;;"77340";"PONTAULT COMBAULT";"false";"65";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"144";;;;;495;4;1;1;1;3;;;"false";"false";"false";4;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";11;0;11;;;;11;0;0;9;2;0;0;0;0;0;0;85;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0094";6;"2014-01-08";"2015-06-08";"2017-12-21";2012;"2014-01";"2014-01";"2015-06";"2021-12";32;;;;;;"75002";"PARIS";"false";"6";"RUE";"JEAN MOULIN";;"NOISY LE GRAND";"93160";"AM";"409";;;;;446;4;1;1;1;3;;;"false";"false";"false";4;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";11;0;11;;;;11;0;4;4;3;0;0;0;0;0;0;118;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305112C0095";5;"2013-04-05";"2013-09-05";;2012;"2013-06";"2013-06";"2013-11";"2013-11";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"44";"RUE";"DE LA BAIGNADE";;"NOISY LE GRAND";"93160";"AC";"173";;;;;1023;4;1;1;1;1;;;"false";"false";"false";1;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0004";5;"2013-06-03";"2013-10-09";;2013;"2013-06";"2013-06";"2013-10";"2013-10";21;"68.20A";5546;"RESIDENCES SOCIALES DE FRANCE";"495286098";;"94200";"IVRY SUR SEINE";"false";;"RUE";"DES HAUTS ROSEAUX";;"NOISY LE GRAND";"93160";"CB";"19";"CB";"31";"CB";"32";18942;4;1;1;1;4;;;"false";"false";"false";5;3;1;7;"false";"false";"false";"false";"false";5;"false";"false";"false";"false";"true";"false";"false";75;0;75;;;75;;0;75;0;0;0;0;0;0;75;0;0;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0005";5;"2013-04-23";"2013-10-09";;2013;"2013-06";"2013-06";"2013-11";"2015-12";21;"68.20A";5546;"RESIDENCES SOCIALES DE FRANCE";"495286098";;"94200";"IVRY SUR SEINE";"true";"5";"ALLEE";"DU PROMONTOIRE";;"NOISY LE GRAND";"93160";"CA";"53";"CA";"47";;;7192;4;1;1;1;4;;;"false";"false";"false";8;2;1;7;"false";"false";"false";"false";"false";5;"false";"false";"false";"false";"true";"false";"false";151;0;151;;;151;;0;150;0;0;1;0;0;0;150;0;0;3264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0006";5;"2013-11-18";"2014-03-21";;2013;"2013-11";"2013-11";"2014-04";"2014-04";42;;;;;;"75007";"PARIS";"false";"97";"RUE";"DES AULNETTES";;"NOISY LE GRAND";"93160";"AV";"3";"AV";"4";"AV";"473";2832;4;1;1;2;4;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";2;"false";"true";"false";"false";"false";"false";"false";5;0;5;;;5;;0;0;0;0;5;0;0;0;0;0;0;526;0;0;0;0;6386;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0008";5;"2013-06-17";"2014-10-06";;2013;"2013-06";"2013-06";"2014-10";"2016-09";20;"68.20A";5599;"EMMAUS HABITAT";"542101571";;"92110";"CLICHY LA GARENNE";"true";;"RUE";"DES HAUTS ROSEAUX";;"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;1;3;;;"false";"false";"false";3;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";30;0;30;;;;30;0;0;4;14;8;4;0;0;30;0;0;2342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0009";5;"2013-06-19";"2014-10-06";;2013;"2013-06";"2013-06";"2014-10";"2016-09";20;"68.20A";5599;"EMMAUS HABITAT";"542101571";"54210157100066";"92110";"CLICHY LA GARENNE";"true";;"RUE";"DES HAUTS ROSEAUX";;"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;1;3;;;"false";"false";"false";3;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";48;0;48;;;;48;0;4;10;20;14;0;0;48;0;0;0;3270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0011";4;"2013-05-13";;;2013;"2013-09";"2013-09";;"2013-11";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"64";"RUE";"ROUGET DE L ISLE";;"NOISY LE GRAND";"93160";;;;;;;678;4;1;1;1;1;;;"false";"false";"false";0;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0013";5;"2013-06-05";"2014-03-24";;2013;"2013-06";"2013-06";"2014-03";"2014-03";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"32";"RUE";"DES BOIS";;"NOISY LE GRAND";"93160";"AO";"437";;;;;705;4;2;5;1;3;;;"false";"false";"false";1;1;1;2;"false";"true";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;0;2;;;;2;0;0;0;0;0;0;0;0;0;0;186;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0017";2;"2013-06-14";;;2013;"2013-06";"2013-06";;"2014-05";10;;;;;;"93160";"NOISY LE GRAND";"false";"53 B";"RUE";"ROGER CAILTEUX";;"NOISY LE GRAND";"93160";"AO";"738";;;;;730;4;1;1;1;2;;;"false";"false";"false";0;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0020";5;"2013-09-20";"2014-05-06";;2013;"2013-09";"2013-09";"2014-05";"2016-01";31;;;;;;"75008";"PARIS";"false";"79";"RUE";"DU DOCTEUR SUREAU";;"NOISY LE GRAND";"93160";"AY";"320";"AY";"321";;;2248;4;1;1;1;3;;;"false";"false";"false";6;4;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";95;0;95;;;;95;0;11;27;41;16;0;0;0;57;0;0;5553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0024";5;"2013-11-26";"2013-12-17";;2013;"2013-11";"2013-11";"2013-12";"2013-12";30;"68.10Z";5710;"MONTOIT IMMOBILIER";"444178503";"44417850300025";"75008";"PARIS";"false";"120 B";"AVENU";"MEDERIC";;"NOISY LE GRAND";"93160";"AO";"452";"AO";"451";"AO";"561";1385;4;1;1;1;3;;;"false";"false";"false";3;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";34;0;34;;;;34;0;0;0;0;0;0;0;0;0;0;60;1729;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0029";6;"2013-10-21";"2014-08-11";"2017-07-13";2013;"2013-10";"2013-10";"2014-08";"2021-12";10;;;;;;"93160";"NOISY LE GRAND";"false";"19 QU";"RUE";"PIERRE BROSSOLETTE";;"NOISY LE GRAND";"93160";"AB";"807";;;;;769;4;1;1;1;1;;;"false";"false";"false";1;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;1;0;0;0;0;0;1;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0030";4;"2013-09-09";"2014-02-20";;2013;"2013-09";"2013-09";"2014-02";"2015-03";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"14";"RUE";"DU LAYON";;"NOISY LE GRAND";"93160";"AN";"369";;;;;784;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;1;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0033";6;"2013-09-20";"2014-07-07";"2015-12-18";2013;"2013-09";"2013-09";"2014-07";"2015-12";90;;;;;;"94360";"BRY S/MARNE";"false";"55";"RUE";"RENE NAVIER";;"NOISY LE GRAND";"93160";"AC";"442";;;;;975;4;1;1;1;3;;;"false";"false";"false";0;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";15;0;15;;;;15;0;0;0;0;0;0;0;0;0;0;120;804;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0036";2;"2013-11-13";;;2013;"2013-11";"2013-11";;"2013-11";90;;;;;;"93160";"NOISY LE GRAND";"false";"55";"RUE";"ROGER CAILTEUX";;"NOISY LE GRAND";"93160";;;;;;;0;4;2;3;1;3;2;1;"true";"false";"false";1;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;0;2;;;;2;0;0;0;0;0;0;0;0;0;0;88;70;79;9;79;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0039";6;"2013-09-12";"2014-01-15";"2015-07-20";2013;"2013-09";"2013-09";"2014-01";"2015-07";10;;;;;;"93160";"NOISY LE GRAND";"false";"2 B";"RUE";"LAMARTINE";;"NOISY LE GRAND";"93160";"AN";"171";;;;;1306;4;1;1;1;1;;;"false";"false";"false";0;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;1;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0045";5;"2013-10-03";"2015-07-15";;2013;"2013-10";"2013-10";"2015-07";"2015-07";32;;;;;;"77164";"FERRIERES-EN-BRIE";"false";"8";"RUE";"DES ARTISANS";;"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;2;2;;;"false";"false";"false";0;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;2;0;0;0;0;0;0;0;111;0;0;0;0;1893;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0047";2;"2013-10-15";;;2013;"2013-10";"2013-10";;"2016-04";10;;;;;;"93160";"NOISY-LE-GRAND";"true";"7";"RUE";"DES MASTRAITS";;"NOISY LE GRAND";"93160";"AX";"222";;;;;277;4;1;1;1;1;;;"false";"false";"false";0;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;66;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0048";2;"2013-10-21";;;2013;"2013-10";"2013-10";;"2013-10";30;"68.10Z";5710;"MONTOIT IMMOBILIER";"444178503";"44417850300025";"75008";"PARIS";"false";"108";"AVENU";"EMILE COSSONNEAU";;"NOISY LE GRAND";"93160";"AI";"560";;;;;621;4;1;1;1;3;;;"false";"false";"false";6;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";21;0;21;;;;21;0;5;13;2;1;0;0;0;0;0;0;1018;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305113C0051";6;"2013-11-12";"2014-03-03";"2015-07-02";2013;"2013-11";"2013-11";"2014-04";"2015-07";32;;;;;;"94350";"VILLIERS SUR MARNE";"false";"138";"AVENU";"MEDERIC";;"NOISY LE GRAND";"93160";"AO";"461";;;;;472;4;1;1;1;3;;;"false";"false";"false";4;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";13;0;13;;;;13;1;5;2;6;0;0;0;0;0;0;80;590;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
